Record Type 1,Customer Number,Delivery Address Number,Invoice Number,Grand Total Value,,,Nett Value,,Currency Code,,Sub Total2,Total VAT Value,VAT Number,Sub Total3,,,,,,,,
Record Type 2,Customer Number,Delivery Address Number,Invoice Number,Customer Order Number,Supplied Part Number,Pick Quantity,Nett Value,User Text,Currency Code,Order Type,Exchange Value,Programming Charge,Tarrif Code,Country of Origin,HU,ECCN US,ECCN UK,Customer Part Number,Part Description,UOI(Unit of Issue),Net Weight,CPC Code
Record Type 3,Customer Number,,Invoice Number,OTHERS or CAR CHG,,,Nett Value,,,,,,,,,,,,,,,
"2","57420","57420001","90222105","4500127968TVH","5584722","40.000","746.00","0","EUR","Standard Order","0","0","8421230090","CZ","00000000004401761505/00000000004401761527","EAR99","Not on Control List","0","ELEMENT,FUEL","1.000","10.000 KG","3171000"
"2","57420","57420001","90222105","4500127968TVH","5829356","7.000","1222.48","0","EUR","Standard Order","0","0","8421230090","US","00000000004401761527/00000000004401762075","EAR99","Not on Control List","0","FUEL FILTER ASY","1.000","10.850 KG","1040000"
"2","57420","57420001","90222105","4500127968TVH","T405093","11.000","40.15","0","EUR","Standard Order","0","0","8409990090","DE","00000000004401762075","EAR99","Not on Control List","0","GASKET","1.000","0.110 KG","1040000"
"2","57420","57420001","90222105","4500127968TVH","T413418","2.000","183.88","0","EUR","Standard Order","0","0","8413308090","IN","00000000004401761515","EAR99","Not on Control List","0","KIT,WATER PUMP","1.000","17.600 KG","1040000"
"2","57420","57420001","90222105","4500127968TVH","T416346","1.000","26.90","0","EUR","Standard Order","0","0","8421999099","CZ","00000000004401762075","EAR99","Not on Control List","0","BOWL","1.000","0.290 KG","1040000"
"2","57420","57420001","90222105","4500127968TVH","T421441","5.000","303.80","0","EUR","Standard Order","0","0","8413308090","IT","00000000004401761515","EAR99","Not on Control List","0","WATER PUMP","1.000","10.600 KG","3171000"
"2","57420","57420001","90222105","4500127968TVH","T427106","25.000","1195.50","0","EUR","Standard Order","0","0","7318158880","IT","00000000004401761526/00000000004401762075","EAR99","Not on Control List","0","KIT, BOLT","1.000","34.250 KG","1040000"
"2","57420","57420001","90222105","4500127968TVH","T430823","7.000","483.77","0","EUR","Standard Order","0","0","9026208000","MY","00000000004401762075","EAR99","Not on Control List","0","PRESSURE SENSOR","1.000","0.770 KG","1040000"
"2","57420","57420001","90222105","4500127968TVH","T434673","9.000","14.76","0","EUR","Standard Order","0","0","8483308090","JP","00000000004401762075","EAR99","Not on Control List","0","THRUST WASHER","1.000","0.135 KG","3171000"
"2","57420","57420001","90222105","4500127968TVH","T436932","4.000","13.64","0","EUR","Standard Order","0","0","8511800090","SI","00000000004401762075","EAR99","Not on Control List","0","GLOW PLUG","1.000","0.140 KG","3171000"
"2","57420","57420001","90222105","4500127968TVH","T437143","10.000","163.20","0","EUR","Standard Order","0","0","4016999190","IT","00000000004401762075","EAR99","Not on Control List","0","MOUNT ANTI VIBRATION","1.000","4.000 KG","1040000"
"2","57420","57420001","90222105","4500127968TVH","U5LT1010","1.000","95.59","0","EUR","Standard Order","0","0","8484900090","ZA","00000000004401762393","EAR99","Not on Control List","0","KIT,JOINT/GASKET","1.000","0.510 KG","1040000"
"2","57420","57420001","90222105","4500127968TVH","U5LT1013","1.000","102.45","0","EUR","Standard Order","0","0","8484900090","ZA","00000000004401762075","EAR99","Not on Control List","0","KIT,JOINT/GASKET","1.000","0.050 KG","1040000"
"2","57420","57420001","90222105","4500127968TVH","U5MW0130","2.000","132.44","0","EUR","Standard Order","0","0","8413190090","IN","00000000004401762075","0","0","0","WATER PUMP","1.000","12.644 KG","1040000"
"2","57420","57420001","90222105","4500127968TVH","U5MW0167","7.000","473.90","0","EUR","Standard Order","0","0","8413190090","IN","00000000004401761526/00000000004401762075","0","0","0","WATER PUMP","1.000","29.792 KG","1040000"
"2","57420","57420001","90222105","4500127971Wees","2418F554","2.000","10.80","0","EUR","Standard Order","0","0","8487909090","DE","00000000004401762075","EAR99","Not on Control List","0","OIL SEAL","1.000","0.080 KG","3171000"
"2","57420","57420001","90222105","4500127971Wees","2656F087","2.000","156.84","0","EUR","Standard Order","0","0","8421230090","GB","00000000004401762075","EAR99","Not on Control List","0","FUEL FILTER ASY","1.000","3.800 KG","1040000"
"2","57420","57420001","90222105","4500127971Wees","2848A127","2.000","36.14","0","EUR","Standard Order","0","0","8536501900","PL","00000000004401762075","EAR99","Not on Control List","0","SENDER","1.000","0.106 KG","3171000"
"2","57420","57420001","90222105","4500127971Wees","3524146","20.000","537.20","0","EUR","Standard Order","0","0","8421398590","GB","00000000004401761505","EAR99","0","0","BREATHER FILTER","1.000","6.000 KG","1040000"
"2","57420","57420001","90222105","4500127971Wees","4133L066","2.000","105.86","0","EUR","Standard Order","0","0","8481805100","TR","00000000004401762075","EAR99","Not on Control List","0","THERMOSTAT ASSY","1.000","1.520 KG","3171000"
"2","57420","57420001","90222105","4500127971Wees","4133L508","5.000","110.30","0","EUR","Standard Order","0","0","8481805100","TR","00000000004401761505","EAR99","Not on Control List","0","THERMOSTAT CONN","1.000","2.600 KG","3171000"
"2","57420","57420001","90222105","4500127971Wees","4794134","15.000","336.30","0","EUR","Standard Order","0","0","8421230090","CZ","00000000004401761526","EAR99","Not on Control List","0","FUEL FILTER","1.000","3.960 KG","3171000"
"2","57420","57420001","90222105","4500127971Wees","T420141","4.000","20.04","0","EUR","Standard Order","0","0","8511800090","SI","00000000004401762075","EAR99","Not on Control List","0","GLOW PLUG","1.000","0.212 KG","3171000"
"2","57420","57420001","90222105","4500127971Wees","T435841","2.000","27.36","0","EUR","Standard Order","0","0","8409990090","ES","00000000004401761505","EAR99","Not on Control List","0","SUMP GASKET","1.000","0.280 KG","3171000"
"2","57420","57420001","90222105","4500127973Atlas","140517050","40.000","98.00","0","EUR","Standard Order","0","0","8421230090","FR","00000000004401761527","EAR99","Not on Control List","0","OIL FILTER","1.000","11.840 KG","3171000"
"2","57420","57420001","90222105","4500127992","020109075","5.000","9.85","0","EUR","Standard Order","0","0","7318169290","JP","00000000004401762075","EAR99","Not on Control List","0","NUT","1.000","0.005 KG","3171000"
"2","57420","57420001","90222105","4500127992","0460024","1.000","25.40","0","EUR","Standard Order","0","0","8413910090","HU","00000000004401762075","EAR99","Not on Control List","0","IMPELLER","1.000","0.198 KG","1040000"
"2","57420","57420001","90222105","4500127992","052109078","1.000","2.03","0","EUR","Standard Order","0","0","3926909790","TW","00000000004401762075","EAR99","Not on Control List","0","O RING","1.000","0.001 KG","1040000"
"2","57420","57420001","90222105","4500127992","080109139","4.000","23.04","0","EUR","Standard Order","0","0","4010320000","IN","00000000004401761515","EAR99","Not on Control List","0","BELT","1.000","0.440 KG","1040000"
"2","57420","57420001","90222105","4500127992","131426210","3.000","6.00","0","EUR","Standard Order","0","0","7318220098","JP","00000000004401762075","EAR99","Not on Control List","0","WASHER","1.000","0.003 KG","3171000"
"2","57420","57420001","90222105","4500127992","131996130","10.000","30.50","0","EUR","Standard Order","0","0","7419809098","JP","00000000004401762075","EAR99","Not on Control List","0","WASHER","10.000","0.100 KG","3171000"
"2","57420","57420001","90222105","4500127992","135996780","1.000","1.05","0","EUR","Standard Order","0","0","8409990090","JP","00000000004401762075","EAR99","Not on Control List","0","JOINT","1.000","0.018 KG","3171000"
"2","57420","57420001","90222105","4500127992","140517050","55.000","134.75","0","EUR","Standard Order","0","0","8421230090","FR","00000000004401761527","EAR99","Not on Control List","0","OIL FILTER","1.000","16.280 KG","3171000"
"2","57420","57420001","90222105","4500127992","140996260","40.000","75.20","0","EUR","Standard Order","0","0","7318220098","JP","00000000004401762075","EAR99","Not on Control List","0","WASHER","1.000","0.080 KG","3171000"
"2","57420","57420001","90222105","4500127992","145996630","1.000","1.87","0","EUR","Standard Order","0","0","8484100090","JP","00000000004401762075","EAR99","Not on Control List","0","JOINT","1.000","0.009 KG","3171000"
"2","57420","57420001","90222105","4500127992","145996640","1.000","1.87","0","EUR","Standard Order","0","0","8484100090","JP","00000000004401762075","EAR99","Not on Control List","0","JOINT","1.000","0.007 KG","3171000"
"2","57420","57420001","90222105","4500127992","1830606C95","1.000","193.15","0","EUR","Standard Order","0","0","8413308090","US","00000000004401762502","EAR99","Not on Control List","0","WATER PUMP","1.000","1.674 KG","3171000"
"2","57420","57420001","90222105","4500127992","198636080","1.000","12.45","0","EUR","Standard Order","0","0","8487909090","TW","00000000004401762075","EAR99","Not on Control List","0","SEAL","1.000","0.117 KG","1040000"
"2","57420","57420001","90222105","4500127992","198636090","1.000","0.95","0","EUR","Standard Order","0","0","8487909090","JP","00000000004401762214","EAR99","Not on Control List","0","SEAL","1.000","0.010 KG","3171000"
"2","57420","57420001","90222105","4500127992","2415A131","1.000","2.46","0","EUR","Standard Order","0","0","4016930090","IT","00000000004401762075","EAR99","Not on Control List","0","O RING","1.000","0.008 KG","1040000"
"2","57420","57420001","90222105","4500127992","2415H012","2.000","4.04","0","EUR","Standard Order","0","0","3926909790","GB","00000000004401762075","EAR99","Not on Control List","0","O RING","1.000","0.020 KG","1040000"
"2","57420","57420001","90222105","4500127992","2415H528","1.000","2.56","0","EUR","Standard Order","0","0","3926909790","CN","00000000004401762075","EAR99","Not on Control List","0","O RING","1.000","0.004 KG","1040000"
"2","57420","57420001","90222105","4500127992","2418F001","1.000","2.46","0","EUR","Standard Order","0","0","4016930090","GB","00000000004401762214","EAR99","Not on Control List","0","SEALING RING","1.000","0.002 KG","1040000"
"2","57420","57420001","90222105","4500127992","2418M517","4.000","4.40","0","EUR","Standard Order","0","0","8409990090","IT","00000000004401762214","EAR99","Not on Control List","0","SEAL","1.000","0.056 KG","1040000"
"2","57420","57420001","90222105","4500127992","2418M519","4.000","4.40","0","EUR","Standard Order","0","0","8409990090","IT","00000000004401762075","EAR99","Not on Control List","0","SEAL","1.000","0.052 KG","1040000"
"2","57420","57420001","90222105","4500127992","2481D501","20.000","58.60","0","EUR","Standard Order","0","0","3926909790","DE","00000000004401762075","EAR99","Not on Control List","0","CLIP","1.000","0.160 KG","1040000"
"2","57420","57420001","90222105","4500127992","24880120","1.000","6.73","0","EUR","Standard Order","0","0","8484900090","HU","00000000004401762075","0","0","0","GASKET","1.000","0.002 KG","1040000"
"2","57420","57420001","90222105","4500127992","24880239","1.000","5.00","0","EUR","Standard Order","0","0","8413910090","IN","00000000004401762075","EAR99","Not on Control List","0","COVER JOINT","1.000","0.040 KG","1040000"
"2","57420","57420001","90222105","4500127992","2614B642","1.000","13.11","0","EUR","Standard Order","0","0","4010320000","IN","00000000004401762075","EAR99","Not on Control List","0","BELT,FAN","1.000","0.290 KG","1040000"
"2","57420","57420001","90222105","4500127992","2614B643","1.000","8.39","0","EUR","Standard Order","0","0","4010320000","IN","00000000004401761505","EAR99","Not on Control List","0","BELT,FAN","1.000","0.280 KG","1040000"
"2","57420","57420001","90222105","4500127992","2614B652","1.000","9.89","0","EUR","Standard Order","0","0","4010320000","IN","00000000004401761526","EAR99","Not on Control List","0","BELT,FAN","1.000","0.323 KG","1040000"
"2","57420","57420001","90222105","4500127992","2614B662","2.000","30.48","0","EUR","Standard Order","0","0","4010320000","IN","00000000004401761505","EAR99","Not on Control List","0","BELT,FAN","1.000","0.674 KG","1040000"
"2","57420","57420001","90222105","4500127992","2641A203","1.000","111.37","0","EUR","Standard Order","0","0","8413308090","PL","00000000004401762075","EAR99","Not on Control List","0","LIFT PUMP","1.000","0.578 KG","3171000"
"2","57420","57420001","90222105","4500127992","26420318","1.000","1.85","0","EUR","Standard Order","0","0","4016930090","GB","00000000004401762075","EAR99","Not on Control List","0","O RING","1.000","0.003 KG","1040000"
"2","57420","57420001","90222105","4500127992","26420469","2.000","87.54","0","EUR","Standard Order","0","0","8505902999","IN","00000000004401762075","EAR99","Not on Control List","0","SOLENOID","1.000","0.200 KG","1040000"
"2","57420","57420001","90222105","4500127992","2645K023","3.000","162.06","0","EUR","Standard Order","0","0","8409990090","IN","00000000004401762393","EAR99","Not on Control List","0","INJECTOR","1.000","0.552 KG","1040000"
"2","57420","57420001","90222105","4500127992","26510194","3.000","8.52","0","EUR","Standard Order","0","0","8481209090","GB","00000000004401762214","0","0","0","VALVE","1.000","0.072 KG","1040000"
"2","57420","57420001","90222105","4500127992","26510342","2.000","23.10","0","EUR","Standard Order","0","0","8421310090","CZ","00000000004401761527","EAR99","Not on Control List","0","AIR FITR.ELEMENT","1.000","2.200 KG","1040000"
"2","57420","57420001","90222105","4500127992","26510353","1.000","16.23","0","EUR","Standard Order","0","0","8421310090","CZ","00000000004401761505","EAR99","Not on Control List","0","AIR FILTER","1.000","1.654 KG","1040000"
"2","57420","57420001","90222105","4500127992","2652C202","1.000","72.74","0","EUR","Standard Order","0","0","8421310090","GB","00000000004401761527","EAR99","Not on Control List","0","AIR FILTER ASSY","1.000","3.650 KG","1040000"
"2","57420","57420001","90222105","4500127992","2654407","124.000","748.96","0","EUR","Standard Order","0","0","8421230090","DE","00000000004401761526","EAR99","Not on Control List","0","OIL FILTER","1.000","83.328 KG","3171000"
"2","57420","57420001","90222105","4500127992","26550001","1.000","18.35","0","EUR","Standard Order","0","0","8421230090","MX","00000000004401761526","EAR99","Not on Control List","0","WATER FILTER","1.000","0.690 KG","1040000"
"2","57420","57420001","90222105","4500127992","26560143","3.000","28.77","0","EUR","Standard Order","0","0","8421230090","US","00000000004401761505","EAR99","Not on Control List","0","FUEL FILTER","1.000","0.840 KG","3171000"
"2","57420","57420001","90222105","4500127992","2656F087","1.000","78.42","0","EUR","Standard Order","0","0","8421230090","GB","00000000004401762075","EAR99","Not on Control List","0","FUEL FILTER ASY","1.000","1.900 KG","1040000"
"2","57420","57420001","90222105","4500127992","2656F843","25.000","296.00","0","EUR","Standard Order","0","0","8421230090","US","00000000004401761526","EAR99","Not on Control List","0","FUEL FILTER","1.000","13.225 KG","3171000"
"2","57420","57420001","90222105","4500127992","2656F853","25.000","339.25","0","EUR","Standard Order","0","0","8421230090","US","00000000004401761526","EAR99","Not on Control List","0","FUEL FILTER","1.000","16.750 KG","3171000"
"2","57420","57420001","90222105","4500127992","2848A121","1.000","13.15","0","EUR","Standard Order","0","0","8536501900","PL","00000000004401762075","EAR99","Not on Control List","0","SENDER","1.000","0.053 KG","3171000"
"2","57420","57420001","90222105","4500127992","31434307","8.000","9.52","0","EUR","Standard Order","0","0","8409990090","IN","00000000004401761505","EAR99","Not on Control List","0","PUSHROD","1.000","0.872 KG","1040000"
"2","57420","57420001","90222105","4500127992","32166221","4.000","7.72","0","EUR","Standard Order","0","0","7318158880","IN","00000000004401762075","EAR99","Not on Control List","0","SCREW","1.000","0.512 KG","1040000"
"2","57420","57420001","90222105","4500127992","3218J606","10.000","20.00","0","EUR","Standard Order","0","0","7318158880","IN","00000000004401762075","EAR99","Not on Control List","0","SCREW","10.000","0.810 KG","1040000"
"2","57420","57420001","90222105","4500127992","3577745","13.000","198.25","0","EUR","Standard Order","0","0","8421230090","CZ","00000000004401761526","EAR99","Not on Control List","0","ELEMENT,FUEL","1.000","3.120 KG","3171000"
"2","57420","57420001","90222105","4500127992","3611274","30.000","394.20","0","EUR","Standard Order","0","0","8421230090","CZ","00000000004401761526","EAR99","Not on Control List","0","FUEL FILTER","1.000","6.870 KG","3171000"
"2","57420","57420001","90222105","4500127992","36155429","2.000","26.52","0","EUR","Standard Order","0","0","8503009899","GB","00000000004401762075","EAR99","Not on Control List","0","LEVER","1.000","0.220 KG","1040000"
"2","57420","57420001","90222105","4500127992","3681A049","1.000","6.22","0","EUR","Standard Order","0","0","8484100090","CN","00000000004401761515","EAR99","Not on Control List","0","JOINT","1.000","0.048 KG","1040000"
"2","57420","57420001","90222105","4500127992","3681A055","1.000","8.13","0","EUR","Standard Order","0","0","4016930090","IE","00000000004401762075","EAR99","Not on Control List","0","JOINT","1.000","0.081 KG","3171000"
"2","57420","57420001","90222105","4500127992","3681A067","1.000","10.83","0","EUR","Standard Order","0","0","8484100090","ES","00000000004401762075","EAR99","Not on Control List","0","JOINT","1.000","0.039 KG","3171000"
"2","57420","57420001","90222105","4500127992","3681A069","1.000","9.15","0","EUR","Standard Order","0","0","8484100090","ES","00000000004401762214","EAR99","Not on Control List","0","JOINT","1.000","0.050 KG","3171000"
"2","57420","57420001","90222105","4500127992","3681E051","1.000","22.95","0","EUR","Standard Order","0","0","8484100090","DE","00000000004401761505","EAR99","Not on Control List","0","HEAD GASKET","1.000","0.525 KG","3171000"
"2","57420","57420001","90222105","4500127992","3687Y016","1.000","3.83","0","EUR","Standard Order","0","0","4823908580","GB","00000000004401762075","EAR99","Not on Control List","0","JOINT","1.000","0.030 KG","1040000"
"2","57420","57420001","90222105","4500127992","3688A029","2.000","3.98","0","EUR","Standard Order","0","0","7326909890","GB","00000000004401762214","EAR99","Not on Control List","0","JOINT","1.000","0.030 KG","1040000"
"2","57420","57420001","90222105","4500127992","3688X008","2.000","6.40","0","EUR","Standard Order","0","0","3926909790","PL","00000000004401762075","EAR99","Not on Control List","0","SEAL","1.000","0.004 KG","1040000"
"2","57420","57420001","90222105","4500127992","4133L507","1.000","16.66","0","EUR","Standard Order","0","0","8481805100","TR","00000000004401762214","EAR99","Not on Control List","0","CONNECTION","1.000","0.370 KG","3171000"
"2","57420","57420001","90222105","4500127992","4326658","16.000","33.92","0","EUR","Standard Order","0","0","8421230090","BA","00000000004401761505","EAR99","Not on Control List","0","FUEL FILTER","1.000","3.280 KG","1040000"
"2","57420","57420001","90222105","4500127992","4387764","1.000","99.23","0","EUR","Standard Order","0","0","8421230090","CZ","00000000004401761505","EAR99","Not on Control List","0","FUEL FILTER ASY","1.000","2.400 KG","1040000"
"2","57420","57420001","90222105","4500127992","4627133","6.000","43.08","0","EUR","Standard Order","0","0","8421230090","MX","00000000004401761527","EAR99","0","0","OIL FILTER","1.000","3.798 KG","1040000"
"2","57420","57420001","90222105","4500127992","4906245","12.000","241.68","0","EUR","Standard Order","0","0","8421230090","US","00000000004401762075","EAR99","Not on Control List","0","ELEMENT ASSY","1.000","2.016 KG","1040000"
"2","57420","57420001","90222105","4500127992","4981344","6.000","112.62","0","EUR","Standard Order","0","0","8421230090","CZ","00000000004401761526","EAR99","Not on Control List","0","FUEL ELEMENT","1.000","1.560 KG","3171000"
"2","57420","57420001","90222105","4500127992","5543091","1.000","7.83","0","EUR","Standard Order","0","0","8421310090","GB","00000000004401762502","EAR99","Not on Control List","0","FILTER ELEMENT","1.000","0.515 KG","1040000"
"2","57420","57420001","90222105","4500127992","5589401","1.000","9.03","0","EUR","Standard Order","0","0","8421230090","TN","00000000004401762502","EAR99","Not on Control List","0","OIL FILTER","1.000","0.650 KG","3171000"
"2","57420","57420001","90222105","4500127992","5654268","1.000","22.14","0","EUR","Standard Order","0","0","8421230090","US","00000000004401761515","EAR99","Not on Control List","0","FUEL FILTER","1.000","0.330 KG","3171000"
"2","57420","57420001","90222105","4500127992","6534576","111.000","982.35","0","EUR","Standard Order","0","0","8421230090","DE","00000000004401761526/00000000004401762075/00000000004401762214/00000000004401762502","EAR99","0","0","OIL FILTER","1.000","131.535 KG","3171000"
"2","57420","57420001","90222105","4500127992","CH10929","3.000","38.40","0","EUR","Standard Order","0","0","8421230090","CZ","00000000004401762393","EAR99","Not on Control List","0","OIL FILTER","1.000","2.055 KG","3171000"
"2","57420","57420001","90222105","4500127992","CH10931","3.000","44.52","0","EUR","Standard Order","0","0","8421230090","CZ","00000000004401761527/00000000004401762502","EAR99","Not on Control List","0","FUEL FILTER","1.000","2.055 KG","3171000"
"2","57420","57420001","90222105","4500127992","T400392","1.000","187.09","0","EUR","Standard Order","0","0","8413308090","US","00000000004401762393","EAR99","Not on Control List","0","LIFT PUMP","1.000","1.722 KG","3171000"
"2","57420","57420001","90222105","4500127992","T401189","1.000","17.52","0","EUR","Standard Order","0","0","8421392590","TN","00000000004401762075","EAR99","Not on Control List","0","BREATHER FILTER","1.000","0.120 KG","3171000"
"2","57420","57420001","90222105","4500127992","T407180","2.000","94.82","0","EUR","Standard Order","0","0","9026208000","MX","00000000004401762075","EAR99","Not on Control List","0","PRESSURE SENSOR","1.000","0.100 KG","1040000"
"2","57420","57420001","90222105","4500127992","T407354","1.000","17.82","0","EUR","Standard Order","0","0","9025190090","CN","00000000004401762075","EAR99","Not on Control List","0","TEMP SENSOR","1.000","0.040 KG","1040000"
"2","57420","57420001","90222105","4500127992","T407996","2.000","4.28","0","EUR","Standard Order","0","0","7326909890","ES","00000000004401762214","EAR99","Not on Control List","0","GASKET","1.000","0.020 KG","3171000"
"2","57420","57420001","90222105","4500127992","T408543","2.000","4.28","0","EUR","Standard Order","0","0","7326909890","ES","00000000004401762393","EAR99","Not on Control List","0","GASKET","1.000","0.020 KG","3171000"
"2","57420","57420001","90222105","4500127992","T412894","37.000","675.25","0","EUR","Standard Order","0","0","3917400099","US","00000000004401762075/00000000004401762214","EAR99","Not on Control List","0","CONNECTOR","1.000","0.370 KG","3171000"
"2","57420","57420001","90222105","4500127992","T414518","80.000","160.80","0","EUR","Standard Order","0","0","4016999190","IT","00000000004401762075","EAR99","Not on Control List","0","MOUNTING","1.000","1.360 KG","1040000"
"2","57420","57420001","90222105","4500127992","T419414","20.000","816.20","0","EUR","Standard Order","0","0","9025190090","PL","00000000004401762075","0","0","0","SENSOR","1.000","1.280 KG","3171000"
"2","57420","57420001","90222105","4500127992","T421630","20.000","537.00","0","EUR","Standard Order","0","0","8536501900","CN","00000000004401762075","EAR99","Not on Control List","0","PRESSURE SWITCH","1.000","3.000 KG","1040000"
"2","57420","57420001","90222105","4500127992","T422291","2.000","1.80","0","EUR","Standard Order","0","0","8483308090","IT","00000000004401761526","EAR99","Not on Control List","0","THRUST WASHER","1.000","0.040 KG","3171000"
"2","57420","57420001","90222105","4500127992","T422292","2.000","1.98","0","EUR","Standard Order","0","0","8483308090","IT","00000000004401762075","EAR99","Not on Control List","0","THRUST WASHER","1.000","0.040 KG","3171000"
"2","57420","57420001","90222105","4500127992","T423479","2.000","21.10","0","EUR","Standard Order","0","0","4010390090","FR","00000000004401762214","EAR99","Not on Control List","0","BELT","1.000","0.220 KG","3171000"
"2","57420","57420001","90222105","4500127992","T423548","3.000","210.03","0","EUR","Standard Order","0","0","8413308090","IN","00000000004401761526","EAR99","Not on Control List","0","KIT,WATER PUMP","1.000","16.695 KG","1040000"
"2","57420","57420001","90222105","4500127992","T424422","1.000","1.86","0","EUR","Standard Order","0","0","7326909890","GB","00000000004401762075","EAR99","Not on Control List","0","GASKET","1.000","0.010 KG","1040000"
"2","57420","57420001","90222105","4500127992","T426378","2.000","6.54","0","EUR","Standard Order","0","0","8409990090","ES","00000000004401762075","EAR99","Not on Control List","0","SLEEVE","1.000","0.080 KG","3171000"
"2","57420","57420001","90222105","4500127992","T431411","1.000","12.77","0","EUR","Standard Order","0","0","8487909090","CZ","00000000004401762075","EAR99","Not on Control List","0","SEAL","1.000","0.030 KG","1040000"
"2","57420","57420001","90222105","4500127992","T433722","1.000","120.94","0","EUR","Standard Order","0","0","8511500090","IN","00000000004401762075","EAR99","Not on Control List","0","ALTERNATOR PERKINS","1.000","4.600 KG","1040000"
"2","57420","57420001","90222105","4500127992","T434756","1.000","205.14","0","EUR","Standard Order","0","0","8511500090","CN","00000000004401761505","EAR99","Not on Control List","0","ALTERNATOR PERKINS","1.000","5.980 KG","1040000"
"2","57420","57420001","90222105","4500127992","T435229","1.000","5.84","0","EUR","Standard Order","0","0","8481401090","CN","00000000004401761505","EAR99","Not on Control List","0","RELIEF VALVE","1.000","0.075 KG","3171000"
"2","57420","57420001","90222105","4500127992","T436111","1.000","88.22","0","EUR","Standard Order","0","0","8511500090","CN","00000000004401761505","EAR99","Not on Control List","0","ALTERNATOR PERKINS","1.000","4.200 KG","1040000"
"2","57420","57420001","90222105","4500127992","T436385","1.000","353.21","0","EUR","Standard Order","0","0","8419508090","PT","00000000004401761527","EAR99","Not on Control List","0","COOLER","1.000","8.000 KG","3171000"
"2","57420","57420001","90222105","4500127992","T437143","2.000","32.64","0","EUR","Standard Order","0","0","4016999190","IT","00000000004401762075","EAR99","Not on Control List","0","MOUNT ANTI VIBRATION","1.000","0.800 KG","1040000"
"2","57420","57420001","90222105","4500127992","T438788","6.000","24.12","0","EUR","Standard Order","0","0","4016100090","GB","00000000004401761526","EAR99","Not on Control List","0","GASKET","1.000","0.090 KG","1040000"
"2","57420","57420001","90222105","4500127992","U20996130","1.000","4.73","0","EUR","Standard Order","0","0","4016930090","CN","00000000004401762075","EAR99","Not on Control List","0","ROCKER BOX JOIN","1.000","0.019 KG","1040000"
"2","57420","57420001","90222105","4500127992","U30996131","1.000","5.41","0","EUR","Standard Order","0","0","6815190000","CN","00000000004401762075","EAR99","Not on Control List","0","GASKET","1.000","0.004 KG","1040000"
"2","57420","57420001","90222105","4500127992","U31426200","3.000","1.32","0","EUR","Standard Order","0","0","7415210000","GB","00000000004401762075","EAR99","Not on Control List","0","GASKET","1.000","0.009 KG","1040000"
"2","57420","57420001","90222105","4500127992","U35997300","1.000","1.83","0","EUR","Standard Order","0","0","6815190000","CN","00000000004401762075","EAR99","Not on Control List","0","GASKET","1.000","0.004 KG","1040000"
"2","57420","57420001","90222105","4500127992","U45996051","1.000","0.49","0","EUR","Standard Order","0","0","4016930090","GB","00000000004401762075","EAR99","Not on Control List","0","GASKET","1.000","0.001 KG","1040000"
"2","57420","57420001","90222105","4500127992","U45996850","1.000","0.44","0","EUR","Standard Order","0","0","8481900090","GB","00000000004401762075","EAR99","Not on Control List","0","GASKET","1.000","0.002 KG","1040000"
"2","57420","57420001","90222105","4500127992","U45996930","1.000","0.52","0","EUR","Standard Order","0","0","6815990000","GB","00000000004401762075","EAR99","Not on Control List","0","GASKET","1.000","0.002 KG","1040000"
"2","57420","57420001","90222105","4500127992","U5LB1158","1.000","25.36","0","EUR","Standard Order","0","0","8484900090","GB","00000000004401761526","EAR99","Not on Control List","0","KIT,JOINT/GASKET","1.000","0.478 KG","3171000"
"2","57420","57420001","90222105","4500127992","U5MW0156","1.000","73.33","0","EUR","Standard Order","0","0","8413308090","IN","00000000004401762502","EAR99","Not on Control List","0","WATER PUMP","1.000","7.412 KG","1040000"
"2","57420","57420001","90222105","4500127992","U85246210","2.000","12.60","0","EUR","Standard Order","0","0","8536501900","PL","00000000004401762075","EAR99","Not on Control List","0","SWITCH","1.000","0.104 KG","3171000"
"2","57420","57420001","90222105","4500127968TVH","4148K007","5.000","49.10","0","EUR","Standard Order","0","0","8409990090","GB","00000000004401762540","EAR99","Not on Control List","0","CONNECTION","1.000","0.550 KG","1040000"
"2","57420","57420001","90222105","4500127971Wees","4816636","20.000","131.20","0","EUR","Standard Order","0","0","8421230090","CZ","00000000004401762540/00000000004401762560","EAR99","Not on Control List","0","FUEL FILTER","1.000","4.700 KG","3171000"
"2","57420","57420001","90222105","4500127992","130306360","2.000","4.28","0","EUR","Standard Order","0","0","8421230090","GB","00000000004401762540","EAR99","Not on Control List","0","FUEL FILTER","1.000","0.008 KG","1040000"
"2","57420","57420001","90222105","4500127992","4816636","35.000","229.60","0","EUR","Standard Order","0","0","8421230090","CZ","00000000004401762560","EAR99","Not on Control List","0","FUEL FILTER","1.000","8.225 KG","3171000"
"2","57420","57420001","90222105","4500127992","CH10930","3.000","33.33","0","EUR","Standard Order","0","0","8421230090","CZ","00000000004401762540","EAR99","Not on Control List","0","FUEL FILTER","1.000","1.536 KG","3171000"
"3","57420","0","90222105","OTHERS or CAR CHG","0","0","1329.41","0","0","0","0","0","0","0",,,,,,,,
